track_id,start,t,x,y,z,A,track_length
1,1,1,321.99122807017545,410.0263157894737,26.00877192982456,104.79737091064453,50
1,1,2,322.1089108910891,410.6732673267327,27.534653465346533,103.59031677246094,50
1,1,3,323.0095238095238,410.37142857142857,29.495238095238093,102.98334503173828,50
1,1,4,321.64912280701753,407.96491228070175,31.13157894736842,104.29863739013672,50
1,1,5,321.2300884955752,402.4778761061947,32.95575221238938,104.42127227783203,50
1,1,6,321.70175438596493,397.29824561403507,36.09649122807018,104.63246154785156,50
1,1,7,320.79,391.81,39.52,103.98438262939453,50
1,1,8,317.09615384615387,386.65384615384613,42.56730769230769,104.6357421875,50
1,1,9,313.8256880733945,385.45871559633025,45.293577981651374,104.29275512695312,50
1,1,10,313.02608695652174,383.8086956521739,48.165217391304346,104.80007934570312,50
1,1,11,313.2970297029703,380.0,50.495049504950494,103.62393951416016,50
1,1,12,316.81553398058253,375.36893203883494,53.699029126213595,103.59983825683594,50
1,1,13,321.72072072072075,370.5135135135135,57.207207207207205,104.05500030517578,50
1,1,14,326.00943396226415,365.0566037735849,61.339622641509436,104.25386810302734,50
1,1,15,331.3,361.32,65.52,104.08058166503906,50
1,1,16,335.6082474226804,358.7216494845361,68.52577319587628,104.06644439697266,50
1,1,17,333.0,364.50485436893206,64.5631067961165,103.43830871582031,50
1,1,18,329.92035398230087,370.88495575221236,60.849557522123895,104.28245544433594,50
1,1,19,322.84761904761905,379.1142857142857,57.304761904761904,103.71868133544922,50
1,1,20,318.14150943396226,386.8301886792453,52.575471698113205,103.9356460571289,50
1,1,21,315.7,395.48,48.55,103.31159973144531,50
1,1,22,313.60504201680675,402.890756302521,44.94117647058823,104.36210632324219,50
1,1,23,311.7090909090909,409.5272727272727,42.11818181818182,104.34622192382812,50
1,1,24,307.8952380952381,417.7047619047619,38.2952380952381,104.56230163574219,50
1,1,25,303.1651376146789,425.1559633027523,34.76146788990825,104.25513458251953,50
1,1,26,299.8918918918919,432.85585585585585,31.243243243243242,104.28758239746094,50
1,1,27,296.780701754386,439.5701754385965,28.07894736842105,105.11836242675781,50
1,1,28,294.04761904761904,445.62857142857143,23.771428571428572,104.3062515258789,50
1,1,29,295.9375,451.0892857142857,21.026785714285715,104.46280670166016,50
1,1,30,295.803738317757,458.31775700934577,18.878504672897197,104.46078491210938,50
1,1,31,295.8703703703704,457.8888888888889,19.52777777777778,104.7514419555664,50
1,1,32,293.3490566037736,456.72641509433964,20.07547169811321,104.21678161621094,50
1,1,33,288.8256880733945,457.1834862385321,19.96330275229358,104.03881072998047,50
1,1,34,282.5945945945946,456.8738738738739,20.216216216216218,104.5181884765625,50
1,1,35,278.1869158878505,458.7102803738318,21.72897196261682,104.93636322021484,50
1,1,36,270.33009708737865,457.99029126213594,21.135922330097088,105.00593566894531,50
1,1,37,261.42201834862385,456.56880733944956,20.724770642201836,103.77318572998047,50
1,1,38,252.63888888888889,452.3425925925926,20.694444444444443,104.00312042236328,50
1,1,39,245.73636363636365,448.0,20.963636363636365,104.41382598876953,50
1,1,40,239.10280373831776,445.4299065420561,21.2803738317757,104.93885040283203,50
1,1,41,233.42056074766356,443.2056074766355,21.19626168224299,105.10595703125,50
1,1,42,227.93396226415095,440.08490566037733,21.132075471698112,104.12191772460938,50
1,1,43,219.3302752293578,436.8256880733945,22.045871559633028,104.62115478515625,50
1,1,44,223.86131386861314,441.75182481751824,19.562043795620436,107.02857971191406,50
1,1,45,228.0142857142857,435.1642857142857,17.742857142857144,106.52242279052734,50
1,1,46,231.91489361702128,429.78723404255317,15.964539007092199,106.46443939208984,50
1,1,47,234.50714285714287,424.35714285714283,13.935714285714285,106.93824005126953,50
1,1,48,237.15555555555557,419.6296296296296,11.837037037037037,107.02027130126953,50
1,1,49,239.6056338028169,415.8732394366197,9.52112676056338,107.87017822265625,50
1,1,50,241.76760563380282,411.80281690140845,8.528169014084508,108.22752380371094,50
2,1,1,435.0081967213115,461.9754098360656,47.99180327868852,108.26345825195312,50
2,1,2,433.0948275862069,462.6551724137931,46.724137931034484,107.4391098022461,50
2,1,3,433.1138211382114,462.1869918699187,45.1869918699187,106.90274810791016,50
2,1,4,432.468253968254,460.93650793650795,43.904761904761905,108.14189910888672,50
2,1,5,432.89516129032256,460.11290322580646,43.0,108.6309585571289,50
2,1,6,433.76666666666665,460.425,42.2,106.956298828125,50
2,1,7,435.0967741935484,460.991935483871,42.75,108.1259536743164,50
2,1,8,437.37704918032784,460.55737704918033,42.5,107.83885955810547,50
2,1,9,439.4918032786885,459.5655737704918,42.795081967213115,107.33309173583984,50
2,1,10,442.152,457.616,42.984,108.4415512084961,50
2,1,11,445.05737704918033,456.5163934426229,43.07377049180328,108.64386749267578,50
2,1,12,447.5483870967742,456.4758064516129,43.99193548387097,108.4654541015625,50
2,1,13,449.5968992248062,457.29457364341084,45.007751937984494,108.41452026367188,50
